Player,Player_Id,Nation,Pos,Age,Born,Squad,Comp,Gls,Gls_rank,Gls_norm,Ast,Ast_rank,Ast_norm,xG,xG_rank,xG_norm,npxG,npxG_rank,npxG_norm,xAG,xAG_rank,xAG_norm,PrgC,PrgC_rank,PrgC_norm,PrgP,PrgP_rank,PrgP_norm,Sh,Sh_rank,Sh_norm,Sh/90,Sh/90_rank,Sh/90_norm,SoT,SoT_rank,SoT_norm,SoT/90,SoT/90_rank,SoT/90_norm,G/Sh,G/Sh_rank,G/Sh_norm,KP,KP_rank,KP_norm,PPA,PPA_rank,PPA_norm,Tkl,Tkl_rank,Tkl_norm,Tkl%,Tkl%_rank,Tkl%_norm,Int,Int_rank,Int_norm,SCA,SCA_rank,SCA_norm,SCA90,SCA90_rank,SCA90_norm,Carries,Carries_rank,Carries_norm,PrgDist_stats_possession,PrgDist_stats_possession_rank,PrgDist_stats_possession_norm,Recov,Recov_rank,Recov_norm,total_minutes,total_minutes_rank,total_minutes_norm,image_url,sub_position,market_value
Adrian Benedyczak,454386,Poland,"FW,MF",23,2000,Parma,IT1,0,1231,0,0,1207,0,0.3,1550,0.011070111,0.3,1547,0.0125,0.1,1698,0.007042254,3,1728,0.014084507,3,1913,0.008287293,3,1683,0.019736842,1.26,834,0.056,0,1706,0,0,1693,0,0,1194,0,2,1690,0.021052632,0,1887,0,0,2029,0,0,1948,0,0,1925,0,3,1917,0.014851485,1.26,1469,0.010099342,44,2071,0.018340975,80,2077,0.010905125,3,2094,0.011811024,191,1959,0.068458781,https://img.a.transfermarkt.technology/portrait/header/454386-1686128177.jpg?lm=1,Left Winger,4500000
Adrian Bernabe,466802,Spain,MF,23,2001,Parma,IT1,1,812,0.032258065,1,742,0.055555556,1.3,899,0.04797048,1.3,880,0.054166667,1.1,916,0.077464789,37,500,0.1737089201877934,115,282,0.3176795580110497,27,498,0.1776315789473684,1.67,630,0.074222222,5,790,0.066666667,0.31,924,0.013900779,0.04,1122,0.04,22,474,0.231578947,17,516,0.1531531531531531,29,777,0.2357723577235772,43.8,1350,0.4379999999999999,7,1162,0.097222222,58,381,0.2871287128712871,3.59,319,0.028775109,738,534,0.3076281784076698,2220,406,0.3026172300981461,72,786,0.2834645669291338,1287,989,0.4612903225806452,https://img.a.transfermarkt.technology/portrait/header/466802-1714503707.jpg?lm=1,Central Midfield,15000000
Adrian Rodriguez,608382,Argentina,GK,23,2000,Alavés,ES1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,0,1949,0,0,2058,0,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,0,1952,0,0,1887,0,0,2029,0,0,1948,0,0,1925,0,0,2099,0,0,2083,0,19,2136,0.007919967,61,2098,0.008315158,0,2185,0,121,2031,0.043369176,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,Goalkeeper,100000
Adrien Rabiot,182913,France,MF,29,1995,Marseille,FR1,9,106,0.2903225806451613,4,187,0.2222222222222222,7.3,142,0.2693726937269372,7.3,108,0.3041666666666666,3.8,225,0.2676056338028169,79,134,0.3708920187793427,168,70,0.4640883977900552,48,191,0.3157894736842105,1.74,598,0.077333333,22,118,0.2933333333333333,0.8,376,0.035872977,0.19,222,0.19,28,306,0.2947368421052631,24,325,0.2162162162162162,49,287,0.3983739837398374,59.4,678,0.594,21,447,0.2916666666666667,66,291,0.3267326732673267,2.39,771,0.019156688,1096,151,0.4568570237598999,2815,229,0.3837241003271537,124,226,0.4881889763779528,1943,476,0.696415771,https://img.a.transfermarkt.technology/portrait/header/182913-1681462009.jpg?lm=1,Central Midfield,25000000
Adrien Tameze,157507,France,"MF,DF",30,1994,Torino,IT1,0,1231,0,0,1207,0,0.4,1458,0.014760148,0.4,1452,0.016666667,0.8,1122,0.056338028,16,1102,0.075117371,23,1446,0.063535912,7,1379,0.046052632,0.97,1019,0.043111111,3,1078,0.04,0.42,765,0.018833313,0,1194,0,6,1297,0.063157895,6,1147,0.054054054,5,1746,0.040650407,10,1941,0.1,10,955,0.1388888888888889,8,1660,0.03960396,1.11,1560,0.008897039,214,1609,0.089203835,611,1482,0.083287895,25,1632,0.098425197,598,1582,0.214336918,https://img.a.transfermarkt.technology/portrait/header/157507-1663672063.jpg?lm=1,Defensive Midfield,3500000
Adrien Thomasson,215977,France,MF,30,1993,Lens,FR1,3,403,0.096774194,7,55,0.3888888888888889,5.9,192,0.2177121771217712,5.9,169,0.2458333333333333,6,71,0.4225352112676057,30,643,0.1408450704225352,149,109,0.4116022099447514,41,263,0.2697368421052631,1.41,748,0.062666667,11,374,0.1466666666666666,0.38,817,0.017039664,0.07,908,0.07,56,49,0.5894736842105263,29,231,0.2612612612612612,90,18,0.7317073170731707,54.7,873,0.547,19,511,0.2638888888888889,109,70,0.5396039603960396,3.75,260,0.030057565,1056,174,0.4401834097540641,2078,463,0.2832606324972737,206,6,0.8110236220472441,2099,345,0.7523297491039427,https://img.a.transfermarkt.technology/portrait/header/215977-1673538425.jpg?lm=1,Attacking Midfield,5000000
Adrien Truffert,654539,France,"DF,MF",22,2001,Rennes,FR1,2,564,0.064516129,2,465,0.1111111111111111,2.4,572,0.088560886,2.3,565,0.095833333,3.2,304,0.2253521126760563,69,178,0.323943662,104,367,0.287292818,23,612,0.1513157894736842,0.75,1217,0.033333333,10,413,0.1333333333333333,0.33,882,0.014797603,0.09,750,0.09,39,160,0.4105263157894737,39,108,0.3513513513513513,61,130,0.4959349593495935,66.7,349,0.667,27,271,0.375,76,215,0.3762376237623762,2.49,727,0.019958223,971,240,0.4047519799916632,2605,283,0.3550981461286804,139,138,0.547244094,2216,261,0.7942652329749104,https://img.a.transfermarkt.technology/portrait/header/654539-1616684807.jpg?lm=1,Left-Back,15000000
Adrián,71271,Spain,GK,37,1987,Betis,ES1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,0,1949,0,0,2058,0,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,0,1952,0,0,1887,0,0,2029,0,0,1948,0,0,1925,0,0,2099,0,0,2083,0,390,1182,0.1625677365568987,1161,1023,0.1582606324972737,20,1705,0.078740157,990,1222,0.3548387096774194,https://img.a.transfermarkt.technology/portrait/header/71271-1687166366.jpg?lm=1,Goalkeeper,500000
Aihen Muñoz,517842,Spain,DF,26,1997,Real Sociedad,ES1,0,1231,0,0,1207,0,0.2,1651,0.007380074,0.2,1648,0.008333333,0.3,1493,0.021126761,26,737,0.1220657276995305,38,1180,0.1049723756906077,6,1441,0.039473684,0.49,1498,0.021777778,0,1706,0,0,1693,0,0,1194,0,3,1550,0.031578947,3,1449,0.027027027,24,955,0.1951219512195122,50,1019,0.5,14,723,0.1944444444444444,10,1580,0.04950495,0.82,1717,0.006572588,356,1264,0.1483951646519383,703,1399,0.09582879,43,1282,0.1692913385826771,686,1500,0.2458781362007168,https://img.a.transfermarkt.technology/portrait/header/517842-1699007158.jpg?lm=1,Left-Back,5000000
Aimar Oroz,634131,Spain,MF,22,2001,Osasuna,ES1,5,246,0.1612903225806451,4,187,0.2222222222222222,4.2,306,0.1549815498154981,3.5,359,0.1458333333333333,2.9,361,0.204225352,74,153,0.3474178403755869,163,77,0.4502762430939226,47,200,0.3092105263157895,1.43,745,0.063555556,15,239,0.2,0.4599999999999999,734,0.020626962,0.09,750,0.09,41,141,0.431578947,36,136,0.3243243243243243,35,599,0.2845528455284553,30.4,1764,0.304,20,483,0.2777777777777778,92,134,0.4554455445544554,2.79,598,0.022362828,913,289,0.3805752396832013,2730,251,0.3721374045801526,164,62,0.6456692913385826,2268,215,0.8129032258064516,https://img.a.transfermarkt.technology/portrait/header/634131-1732220023.jpg?lm=1,Attacking Midfield,15000000
Aimen Moueffek,484992,Morocco,MF,23,2001,Saint-_tienne,FR1,0,1231,0,1,742,0.055555556,1.1,991,0.040590406,1.1,972,0.045833333,1.1,916,0.077464789,20,940,0.093896714,43,1085,0.1187845303867403,10,1186,0.065789474,0.8700000000000001,1103,0.038666667,2,1260,0.026666667,0.17,1258,0.007623008,0,1194,0,10,1010,0.1052631578947368,8,980,0.072072072,20,1093,0.1626016260162601,43.5,1362,0.435,5,1329,0.069444444,21,1175,0.1039603960396039,1.82,1125,0.014587938,302,1390,0.125885786,635,1456,0.086559433,59,996,0.2322834645669291,661,1518,0.2369175627240143,https://img.a.transfermarkt.technology/portrait/header/484992-1727722286.jpg?lm=1,Central Midfield,2500000
Ainsley Maitland-Niles,285845,England,DF,26,1997,Lyon,FR1,1,812,0.032258065,4,187,0.2222222222222222,2.9,470,0.1070110701107011,2.9,437,0.1208333333333333,3.4,278,0.2394366197183098,33,580,0.1549295774647887,102,380,0.281767956,22,639,0.1447368421052631,1,1001,0.044444444,7,605,0.093333333,0.32,902,0.014349191,0.05,1062,0.05,27,334,0.2842105263157894,30,216,0.2702702702702703,71,61,0.5772357723577236,63.2,519,0.632,25,326,0.3472222222222222,55,428,0.2722772277227723,2.49,727,0.019958223,750,516,0.3126302626094206,1530,765,0.2085605234460196,89,566,0.3503937007874015,1567,777,0.5616487455197132,https://img.a.transfermarkt.technology/portrait/header/285845-1702991138.jpg?lm=1,Right-Back,10000000
Aitor Fernández,118997,Spain,GK,33,1991,Osasuna,ES1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,0,1949,0,0,2058,0,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,0,1952,0,0,1887,0,0,2029,0,,,,0,1925,0,0,2099,0,0,2083,0,27,2113,0.011254689,105,2050,0.014312977,2,2119,0.007874016,90,2060,0.032258065,https://img.a.transfermarkt.technology/portrait/header/118997-1683281584.jpg?lm=1,Goalkeeper,1500000
Aitor Paredes,591916,Spain,DF,24,2000,Athletic Club,ES1,3,403,0.096774194,0,1207,0,2.3,597,0.084870849,2.3,565,0.095833333,0.1,1698,0.007042254,4,1676,0.018779343,46,1034,0.1270718232044199,6,1441,0.039473684,0.3,1742,0.013333333,3,1078,0.04,0.15,1322,0.006726183,0.5,6,0.5,2,1690,0.021052632,2,1568,0.018018018,15,1284,0.1219512195121951,53.3,928,0.5329999999999999,22,405,0.3055555555555556,8,1660,0.03960396,0.4,1911,0.00320614,596,758,0.2484368486869529,1615,710,0.2201472191930207,62,944,0.2440944881889764,1364,929,0.4888888888888889,https://img.a.transfermarkt.technology/portrait/header/591916-1709675052.png?lm=1,Centre-Back,22000000
Aitor Ruibal,378139,Spain,"DF,FW",28,1996,Betis,ES1,1,812,0.032258065,3,304,0.1666666666666666,0.9,1100,0.033210332,0.9,1084,0.0375,2.4,457,0.1690140845070422,21,907,0.098591549,50,967,0.1381215469613259,16,879,0.1052631578947368,1.1,928,0.048888889,4,919,0.053333333,0.27,1012,0.01210713,0.06,996,0.06,20,540,0.2105263157894736,12,727,0.1081081081081081,32,681,0.2601626016260163,53.2,939,0.532,14,723,0.1944444444444444,36,772,0.1782178217821782,2.46,738,0.019717763,398,1162,0.1659024593580658,938,1214,0.1278625954198473,71,803,0.2795275590551181,812,1387,0.2910394265232975,https://img.a.transfermarkt.technology/portrait/header/378139-1583334036.jpg?lm=1,Right-Back,3500000
Akor Adams,607034,Nigeria,FW,24,2000,Sevilla,ES1,3,403,0.096774194,1,742,0.055555556,4.7,269,0.1734317343173431,4.7,240,0.1958333333333333,1,988,0.070422535,11,1330,0.051643192,11,1721,0.03038674,28,470,0.1842105263157894,1.34,789,0.059555556,13,297,0.1733333333333333,0.67,491,0.030043618,0,1194,0,12,897,0.1263157894736842,1,1707,0.009009009,4,1793,0.032520325,,,,1,1767,0.013888889,25,1067,0.1237623762376237,0,2083,0,131,1819,0.054606086,279,1824,0.038031625,28,1569,0.1102362204724409,1210,1045,0.4336917562724014,https://img.a.transfermarkt.technology/portrait/header/607034-1702663135.JPG?lm=1,Centre-Forward,7500000
Alan Matturro,861981,Uruguay,DF,19,2004,Genoa,IT1,0,1231,0,0,1207,0,0.2,1651,0.007380074,0.2,1648,0.008333333,0.2,1580,0.014084507,12,1277,0.056338028,15,1627,0.041436464,4,1609,0.026315789,0.4,1628,0.017777778,3,1078,0.04,0.3,944,0.013452366,0,1194,0,3,1550,0.031578947,4,1337,0.036036036,11,1459,0.089430894,21.4,1895,0.214,14,723,0.1944444444444444,9,1620,0.044554455,0.9,1674,0.007213816,218,1598,0.090871196,646,1445,0.088058888,26,1609,0.1023622047244094,896,1314,0.3211469534050179,https://img.a.transfermarkt.technology/portrait/header/861981-1692967519.jpg?lm=1,Centre-Back,8000000
Alassane Pléa,167329,France,"MF,FW",31,1993,Gladbach,DE1,11,60,0.3548387096774194,4,187,0.2222222222222222,7.4,138,0.2730627306273063,6.6,143,0.2749999999999999,3.1,320,0.2183098591549296,51,319,0.2394366197183098,116,267,0.3204419889502762,41,263,0.2697368421052631,1.94,507,0.086222222,12,334,0.16,0.57,594,0.025559496,0.24,125,0.24,25,395,0.2631578947368421,35,146,0.3153153153153153,7,1655,0.056910569,30.8,1755,0.308,2,1621,0.027777778,72,244,0.3564356435643564,3.41,372,0.027332346,601,749,0.2505210504376823,1698,663,0.2314612868047982,66,879,0.2598425196850393,1568,775,0.5620071684587814,https://img.a.transfermarkt.technology/portrait/header/167329-1627997314.jpg?lm=1,Centre-Forward,6000000
Alban Lafont,357117,France,GK,25,1999,Nantes,FR1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,0,1949,0,0,2058,0,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,2,1690,0.021052632,0,1887,0,1,1951,0.008130081,100,1,1,0,1925,0,2,1963,0.00990099,0.17,2008,0.00136261,228,1572,0.0950396,545,1568,0.074291167,11,1907,0.043307087,1080,1151,0.3870967741935484,https://img.a.transfermarkt.technology/portrait/header/357117-1704212970.jpg?lm=1,Goalkeeper,4000000
Albert Grønbaek,503866,Denmark,"FW,MF",23,2001,Southampton,GB1,2,564,0.064516129,1,742,0.055555556,1.6,788,0.05904059,1.6,764,0.066666667,1,988,0.070422535,24,801,0.1126760563380281,31,1312,0.085635359,24,579,0.1578947368421052,1.26,834,0.056,9,459,0.12,0,1693,0,0,1194,0,20,540,0.2105263157894736,13,678,0.1171171171171171,25,912,0.2032520325203252,30,1773,0.3,4,1425,0.055555556,31,900,0.1534653465346534,1.26,1469,0.010099342,236,1556,0.098374323,634,1457,0.086423119,30,1525,0.1181102362204724,956,1252,0.3426523297491039,https://img.a.transfermarkt.technology/portrait/header/503866-1729079861.jpg?lm=1,Central Midfield,12000000
Albert Sambi Lokonga,381967,Belgium,MF,24,1999,Sevilla,ES1,0,1231,0,2,465,0.1111111111111111,0.9,1100,0.033210332,0.9,1084,0.0375,1,988,0.070422535,24,801,0.1126760563380281,93,442,0.2569060773480663,13,1014,0.085526316,0.8000000000000002,1160,0.035555556,5,790,0.066666667,0.31,924,0.013900779,0,1194,0,19,575,0.2,8,980,0.072072072,22,1014,0.1788617886178861,71.4,257,0.7140000000000001,9,1021,0.125,35,796,0.1732673267326732,2.14,924,0.01715285,533,893,0.2221759066277615,1640,697,0.2235550708833151,69,834,0.2716535433070866,1337,952,0.4792114695340502,https://img.a.transfermarkt.technology/portrait/header/381967-1678466372.jpg?lm=1,Central Midfield,9000000
Alberto Dossena,385394,Italy,DF,25,1998,Como,IT1,0,1231,0,2,465,0.1111111111111111,0.8,1167,0.029520295,0.8,1154,0.033333333,0.7,1188,0.049295775,4,1676,0.018779343,36,1216,0.099447514,12,1065,0.078947368,0.59,1381,0.026222222,3,1078,0.04,0.15,1322,0.006726183,0,1194,0,5,1375,0.052631579,1,1707,0.009009009,33,653,0.2682926829268293,57.1,762,0.5710000000000001,22,405,0.3055555555555556,11,1544,0.054455446,0.54,1851,0.004328289,693,613,0.2888703626511046,1465,810,0.1997001090512541,68,849,0.2677165354330709,1831,562,0.6562724014336918,https://img.a.transfermarkt.technology/portrait/header/385394-1686510717.jpg?lm=1,Centre-Back,7000000
Alberto Grassi,197473,Italy,MF,29,1995,Empoli,IT1,1,812,0.032258065,0,1207,0,1,1049,0.036900369,1,1031,0.041666667,0.8,1122,0.056338028,18,1015,0.084507042,74,637,0.2044198895027624,11,1123,0.072368421,0.45,1558,0.02,4,919,0.053333333,0.16,1289,0.007174595,0.09,750,0.09,7,1212,0.073684211,7,1074,0.063063063,39,496,0.3170731707317073,63.6,496,0.636,33,145,0.4583333333333333,27,1009,0.1336633663366336,1.1,1567,0.008816886,441,1092,0.1838265944143393,847,1285,0.1154580152671755,124,226,0.4881889763779528,1708,661,0.6121863799283154,https://img.a.transfermarkt.technology/portrait/header/197473-1695031303.jpg?lm=1,Defensive Midfield,2000000
Alberto Moleiro,733576,Spain,"FW,MF",20,2003,Las Palmas,ES1,6,193,0.1935483870967742,1,742,0.055555556,5.6,208,0.2066420664206641,5.6,185,0.2333333333333333,3.3,291,0.2323943661971831,97,80,0.4553990610328638,116,267,0.3204419889502762,68,67,0.4473684210526316,2.25,365,0.1,24,92,0.32,0.8,376,0.035872977,0.09,750,0.09,41,141,0.431578947,29,231,0.2612612612612612,27,832,0.2195121951219512,37.5,1574,0.375,18,553,0.25,106,82,0.5247524752475248,3.52,339,0.028214034,946,265,0.3943309712380158,3126,162,0.4261177753544166,132,175,0.5196850393700787,2167,295,0.7767025089605735,https://img.a.transfermarkt.technology/portrait/header/733576-1737365948.jpg?lm=1,Attacking Midfield,25000000
Alberto Moreno,207917,Spain,DF,32,1992,Como,IT1,0,1231,0,0,1207,0,0.4,1458,0.014760148,0.4,1452,0.016666667,1.2,865,0.084507042,23,840,0.107981221,81,560,0.223756906,14,961,0.092105263,0.73,1243,0.032444444,6,696,0.08,0.31,924,0.013900779,0,1194,0,19,575,0.2,23,359,0.2072072072072072,25,912,0.2032520325203252,46.2,1270,0.462,14,723,0.1944444444444444,36,772,0.1782178217821782,1.88,1084,0.015068859,722,563,0.3009587328053356,1350,886,0.1840239912758996,74,746,0.2913385826771653,1425,876,0.510752688,https://img.a.transfermarkt.technology/portrait/header/207917-1687268193.jpg?lm=1,Left-Back,1800000
Alberto Paleari,163048,Italy,GK,31,1992,Torino,IT1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,0,1949,0,0,2058,0,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,0,1952,0,0,1887,0,0,2029,0,,,,0,1925,0,0,2099,0,0,2083,0,23,2122,0.009587328,65,2090,0.008860414,2,2119,0.007874016,90,2060,0.032258065,https://img.a.transfermarkt.technology/portrait/header/163048-1602149171.jpg?lm=1,Goalkeeper,500000
Alberto Risco,1255616,Spain,"MF,FW",18,2005,Getafe,ES1,0,1231,0,0,1207,0,0.2,1651,0.007380074,0.2,1648,0.008333333,0.1,1698,0.007042254,3,1728,0.014084507,3,1913,0.008287293,4,1609,0.026315789,5.22,24,0.2319999999999999,1,1464,0.013333333,1.3,96,0.058293588,0,1194,0,4,1466,0.042105263,4,1337,0.036036036,4,1793,0.032520325,16.7,1920,0.1669999999999999,0,1925,0,6,1752,0.02970297,7.71,15,0.061798353,32,2099,0.013338891,79,2081,0.010768811,5,2055,0.019685039,64,2099,0.022939068,https://img.a.transfermarkt.technology/portrait/header/1255616-1732138298.png?lm=1,Attacking Midfield,200000
Alberto costa,877139,Portugal,DF,20,2003,Juventus,IT1,0,1231,0,1,742,0.055555556,0.6,1304,0.022140221,0.6,1293,0.025,0.2,1580,0.014084507,8,1464,0.037558685,8,1783,0.022099448,7,1379,0.046052632,1.76,592,0.078222222,0,1706,0,0,1693,0,0,1194,0,2,1690,0.021052632,1,1707,0.009009009,14,1318,0.1138211382113821,77.8,153,0.778,4,1425,0.055555556,7,1712,0.034653465,1.76,1156,0.014107017,148,1776,0.061692372,407,1691,0.055479826,23,1669,0.090551181,96,2052,0.034408602,https://img.a.transfermarkt.technology/portrait/header/877139-1739281459.jpg?lm=1,Right-Back,10000000
Aleix García,261504,Spain,MF,27,1997,Leverkusen,DE1,3,403,0.096774194,4,187,0.2222222222222222,1,1049,0.036900369,1,1031,0.041666667,4.9,124,0.3450704225352113,27,709,0.1267605633802817,120,239,0.3314917127071823,15,922,0.098684211,0.9300000000000002,1045,0.041333333,5,790,0.066666667,0.31,924,0.013900779,0.2,180,0.2,32,246,0.3368421052631579,12,727,0.1081081081081081,13,1359,0.1056910569105691,46.7,1252,0.467,11,901,0.1527777777777778,60,354,0.297029703,3.71,275,0.029736951,787,456,0.3280533555648187,1633,703,0.2226008724100327,69,834,0.2716535433070866,1231,1034,0.4412186379928315,https://img.a.transfermarkt.technology/portrait/header/261504-1727378020.jpg?lm=1,Central Midfield,20000000
Alejandro Balde,636688,Spain,DF,20,2003,Barcelona,ES1,0,1231,0,4,187,0.2222222222222222,0.5,1383,0.018450185,0.5,1376,0.020833333,3.4,278,0.2394366197183098,107,55,0.5023474178403756,93,442,0.2569060773480663,12,1065,0.078947368,0.47,1523,0.020888889,3,1078,0.04,0.12,1418,0.005380947,0,1194,0,26,363,0.2736842105263158,39,108,0.3513513513513513,18,1161,0.1463414634146341,64.7,467,0.647,5,1329,0.069444444,76,215,0.3762376237623762,2.99,523,0.023965898,1075,160,0.4481033764068362,3463,110,0.4720556161395856,122,241,0.4803149606299212,2048,393,0.7340501792114695,https://img.a.transfermarkt.technology/portrait/header/636688-1662836200.jpg?lm=1,Left-Back,60000000
Alejandro Francés,632896,Spain,DF,21,2002,Girona,ES1,0,1231,0,0,1207,0,0.2,1651,0.007380074,0.2,1648,0.008333333,0.3,1493,0.021126761,18,1015,0.084507042,63,779,0.1740331491712707,6,1441,0.039473684,0.46,1538,0.020444444,0,1706,0,0,1693,0,0,1194,0,4,1466,0.042105263,6,1147,0.054054054,36,572,0.2926829268292683,70,287,0.7,17,593,0.2361111111111111,16,1334,0.079207921,1.23,1486,0.009858881,496,975,0.2067528136723634,1469,806,0.2002453653217012,37,1391,0.1456692913385826,892,1323,0.3197132616487455,https://img.a.transfermarkt.technology/portrait/header/632896-1697808516.jpg?lm=1,Centre-Back,2500000
Alejandro Garnacho,811779,Argentina,"MF,FW",20,2004,Manchester Utd,GB1,6,193,0.1935483870967742,2,465,0.1111111111111111,7.3,142,0.2693726937269372,7.3,108,0.3041666666666666,4.5,161,0.3169014084507042,141,12,0.6619718309859155,56,872,0.154696133,84,30,0.5526315789473685,3.44,95,0.1528888888888888,29,51,0.3866666666666666,1.19,130,0.053361053,0.07,908,0.07,37,175,0.3894736842105263,25,305,0.2252252252252252,30,738,0.2439024390243902,32.4,1739,0.324,13,777,0.1805555555555555,83,170,0.4108910891089108,3.4,380,0.027252192,840,379,0.350145894,3245,141,0.4423391494002181,108,366,0.4251968503937008,1820,574,0.6523297491039427,https://img.a.transfermarkt.technology/portrait/header/811779-1703629085.jpg?lm=1,Left Winger,45000000
Alejo Véliz,888493,Argentina,FW,20,2003,Espanyol,ES1,1,812,0.032258065,0,1207,0,2.3,597,0.084870849,2.3,565,0.095833333,0.6,1261,0.042253521,2,1802,0.009389671,8,1783,0.022099448,19,761,0.125,1.52,700,0.067555556,6,696,0.08,0.48,697,0.021523786,0.05,1062,0.05,3,1550,0.031578947,0,1887,0,1,1951,0.008130081,14.3,1930,0.143,4,1425,0.055555556,14,1422,0.069306931,1.1,1567,0.008816886,123,1836,0.051271363,116,2040,0.015812432,20,1705,0.078740157,991,1219,0.3551971326164874,https://img.a.transfermarkt.technology/portrait/header/888493-1674736266.JPG?lm=1,Centre-Forward,2800000
